Antarctica,Undetermined,Ecosystem Services,New Scientist,Journal of Petroleum Science and Engineering,Journal of Petroleum Science and Engineering
Ottoman_Empire,Journal of Historical Geography,Journal of Historical Geography,Communist and Post-Communist Studies,Political Geography,Political Geography
YouTube,Information Economics and Policy,Information Economics and Policy,Information Economics and Policy,Computer Networks,Computer Networks
Anthropology,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences,Endeavour,Endeavour,Endeavour
Biodiversity,Biological Conservation,Biological Conservation,Ecological Complexity,Earth-Science Reviews,Earth-Science Reviews
Uranium,Undetermined,Progress in Nuclear Energy,Annals of Nuclear Energy,Annals of Nuclear Energy,Annals of Nuclear Energy
Mexico_City,Journal of Development Economics,Journal of Development Economics,Orbis,Journal of Historical Geography,Journal of Historical Geography
Literature,Russian Literature,Russian Literature,Russian Literature,History of European Ideas,Journal of Cultural Heritage
Bermuda,Undetermined,Marine Policy,Communist and Post-Communist Studies,Political Geography,Political Geography
Mandolin,Australasian Marketing Journal (AMJ),Australasian Marketing Journal (AMJ),Journal of Medieval History,Journal of Rural Studies,Language & Communication
Paper,Journal of Environmental Management,Journal of Environmental Management,Medical Hypotheses,Journal of Food Engineering,Aquaculture
Richard_Feynman,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,Nuclear Physics B,New Scientist,New Scientist
Han_dynasty,Journal of Medieval History,Journal of Medieval History,Archaeology  Ethnology and Anthropology of Eurasia,Archaeological Research in Asia,Archaeological Research in Asia
Antenna_(radio),AEU - International Journal of Electronics and Communications,AEU - International Journal of Electronics and Communications,Procedia Computer Science,Procedia Computer Science,Advances in Space Research
Greeks,Undetermined,New Scientist,New Scientist,Journal of Archaeological Science: Reports,Journal of Archaeological Science: Reports
Roman_Republic,Journal of Medieval History,Journal of Medieval History,Encyclopedia of Archaeology,Encyclopedia of Archaeology,Encyclopedia of Archaeology
Dog,Journal of Anthropological Archaeology,Journal of Anthropological Archaeology,Encyclopedia of Animal Behavior,Space Policy,Space Policy
Architecture,Undetermined,Studies in History and Philosophy of Science Part A,World Patent Information,Language & Communication,Language & Communication
Sexual_orientation,Sexologies,Sexologies,Discourse  Context & Media,Land Use Policy,Land Use Policy
Multiracial_American,Undetermined,Social Science Research,New Scientist,Journal of Anthropological Archaeology,Journal of Anthropological Archaeology
Electric_motor,Control Engineering Practice,Control Engineering Practice,Procedia Engineering,Tribology International,Journal of Power Sources
Switzerland,Energy Policy,Energy Policy,Research in International Business and Finance,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences
