Bermuda,Marine Policy,Marine Policy,Communist and Post-Communist Studies,Annals of Tourism Research,Annals of Tourism Research
Mandolin,Undetermined,Australasian Marketing Journal (AMJ),Journal of Medieval History,Australasian Marketing Journal (AMJ),Australasian Marketing Journal (AMJ)
Paper,Journal of Cleaner Production,Journal of Cleaner Production,Meat Science,Aquaculture,Aquaculture
Richard_Feynman,Undetermined,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,Nuclear Physics B,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics
Han_dynasty,Undetermined,Archaeological Research in Asia,Procedia Computer Science,Archaeological Research in Asia,Archaeological Research in Asia
Antenna_(radio),Undetermined,Optik,Acta Astronautica,Optik,Optik
Greeks,Biologicals,Biologicals,History of European Ideas,Biologicals,Biologicals
Roman_Republic,Journal of Medieval History,Journal of Medieval History,Encyclopedia of Archaeology,Encyclopedia of Archaeology,Encyclopedia of Archaeology
Dog,Research in Veterinary Science,Research in Veterinary Science,Seminars in Cell & Developmental Biology,Journal of Anthropological Archaeology,Journal of Anthropological Archaeology
Architecture,Undetermined,Studies in History and Philosophy of Science Part A,Journal of Archaeological Science: Reports,Journal of Archaeological Science: Reports,Journal of Archaeological Science: Reports
Sexual_orientation,Undetermined,Annals of Tourism Research,Annals of Tourism Research,Annals of Tourism Research,Annals of Tourism Research
Multiracial_American,Social Science & Medicine,Social Science & Medicine,Social Science Research,Journal of Anthropological Archaeology,Journal of Anthropological Archaeology
Electric_motor,Control Engineering Practice,Control Engineering Practice,Aerospace Science and Technology,Measurement,Measurement
Switzerland,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences,Research in International Business and Finance,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences
