Uranium,Undetermined,Ore Geology Reviews,Ore Geology Reviews,Ore Geology Reviews,Ore Geology Reviews
Mexico_City,Undetermined,Geoforum,Geoforum,Geoforum,Geoforum
Literature,Undetermined,Language & Communication,Language & Communication,Language & Communication,Language & Communication
Bermuda,Undetermined,Annals of Tourism Research,Annals of Tourism Research,Annals of Tourism Research,Annals of Tourism Research
Mandolin,Undetermined,Australasian Marketing Journal (AMJ),Australasian Marketing Journal (AMJ),Australasian Marketing Journal (AMJ),Australasian Marketing Journal (AMJ)
Paper,Undetermined,Meat Science,Meat Science,Meat Science,Meat Science
Richard_Feynman,Undetermined,Mathematical Biosciences,Mathematical Biosciences,Mathematical Biosciences,Mathematical Biosciences
Han_dynasty,Undetermined,Archaeological Research in Asia,Archaeological Research in Asia,Archaeological Research in Asia,Archaeological Research in Asia
Antenna_(radio),Undetermined,Acta Astronautica,Acta Astronautica,Acta Astronautica,Acta Astronautica
Greeks,Undetermined,International Journal of Hospitality Management,International Journal of Hospitality Management,International Journal of Hospitality Management,International Journal of Hospitality Management
Roman_Republic,Undetermined,The Extractive Industries and Society,The Extractive Industries and Society,The Extractive Industries and Society,The Extractive Industries and Society
Dog,Undetermined,Trends in Cognitive Sciences,Trends in Cognitive Sciences,Trends in Cognitive Sciences,Trends in Cognitive Sciences
Architecture,Undetermined,New Scientist,New Scientist,New Scientist,New Scientist
Sexual_orientation,Undetermined,Annals of Tourism Research,Annals of Tourism Research,Annals of Tourism Research,Annals of Tourism Research
Multiracial_American,Social Science & Medicine,Social Science & Medicine,Clinical Therapeutics,Social Science & Medicine,Social Science & Medicine
Electric_motor,Undetermined,Control Engineering Practice,Control Engineering Practice,Control Engineering Practice,Control Engineering Practice
Switzerland,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences,The International Journal of Management Education,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences
